timestamp,employee,door,floor,room,timestamp_readable
1677050646,168803,0-0,0,0,2023-02-22 06:34:06
1677050649,168828,0-0,0,0,2023-02-22 06:34:09
1677050655,168803,6-0,6,0,2023-02-22 06:34:15
1677050658,168825,6-0,6,0,2023-02-22 06:34:18
1677050659,168811,1-8,1,8,2023-02-22 06:34:19
1677050664,168841,0-0,0,0,2023-02-22 06:34:24
1677050666,168871,0-0,0,0,2023-02-22 06:34:26
1677050669,168805,0-0,0,0,2023-02-22 06:34:29
1677050675,168851,1-0,1,0,2023-02-22 06:34:35
1677050680,168855,5-0,5,0,2023-02-22 06:34:40
1677050682,168788,1-0,1,0,2023-02-22 06:34:42
1677050684,168829,6-15,6,15,2023-02-22 06:34:44
1677050686,168823,0-0,0,0,2023-02-22 06:34:46
1677050691,168850,5-0,5,0,2023-02-22 06:34:51
1677050693,168874,5-0,5,0,2023-02-22 06:34:53
1677050698,168834,2-0,2,0,2023-02-22 06:34:58
1677050699,168837,0-0,0,0,2023-02-22 06:34:59
1677050700,168793,5-0,5,0,2023-02-22 06:35:00
1677050703,168889,0-0,0,0,2023-02-22 06:35:03
1677050706,168852,0-0,0,0,2023-02-22 06:35:06
1677050711,168777,6-0,6,0,2023-02-22 06:35:11
1677050717,168790,1-0,1,0,2023-02-22 06:35:17
1677050720,168867,0-0,0,0,2023-02-22 06:35:20
1677050726,168868,0-0,0,0,2023-02-22 06:35:26
1677050727,168812,0-0,0,0,2023-02-22 06:35:27
1677050728,168899,6-0,6,0,2023-02-22 06:35:28
1677050732,168872,0-0,0,0,2023-02-22 06:35:32
1677050734,168855,5-1,5,1,2023-02-22 06:35:34
1677050740,168788,3-0,3,0,2023-02-22 06:35:40
1677050745,168777,6-17,6,17,2023-02-22 06:35:45
1677050749,168828,1-0,1,0,2023-02-22 06:35:49
1677050755,168817,0-0,0,0,2023-02-22 06:35:55
1677050759,168773,6-0,6,0,2023-02-22 06:35:59
1677050764,168854,0-0,0,0,2023-02-22 06:36:04
1677050769,168773,6-1,6,1,2023-02-22 06:36:09
1677050775,168898,5-0,5,0,2023-02-22 06:36:15
1677050777,168787,0-0,0,0,2023-02-22 06:36:17
1677050780,168859,0-0,0,0,2023-02-22 06:36:20
1677050783,168843,0-0,0,0,2023-02-22 06:36:23
1677050785,168805,3-0,3,0,2023-02-22 06:36:25
1677050790,168891,0-0,0,0,2023-02-22 06:36:30
1677050792,168872,6-0,6,0,2023-02-22 06:36:32
1677050797,168873,2-0,2,0,2023-02-22 06:36:37
1677050800,168821,3-0,3,0,2023-02-22 06:36:40
1677050801,168898,5-16,5,16,2023-02-22 06:36:41
1677050803,168866,0-0,0,0,2023-02-22 06:36:43
1677050806,168777,6-3,6,3,2023-02-22 06:36:46
1677050810,168806,4-0,4,0,2023-02-22 06:36:50
1677050812,168895,4-0,4,0,2023-02-22 06:36:52
1677050815,168817,2-0,2,0,2023-02-22 06:36:55
1677050816,168853,0-0,0,0,2023-02-22 06:36:56
1677050817,168846,1-0,1,0,2023-02-22 06:36:57
1677050820,168831,0-0,0,0,2023-02-22 06:37:00
1677050825,168873,3-0,3,0,2023-02-22 06:37:05
1677050829,168860,1-0,1,0,2023-02-22 06:37:09
1677050834,168866,6-0,6,0,2023-02-22 06:37:14
1677050838,168840,2-0,2,0,2023-02-22 06:37:18
1677050840,168852,1-0,1,0,2023-02-22 06:37:20
1677050844,168889,2-0,2,0,2023-02-22 06:37:24
1677050849,168893,3-0,3,0,2023-02-22 06:37:29
1677050854,168773,6-25,6,25,2023-02-22 06:37:34
1677050858,168783,0-0,0,0,2023-02-22 06:37:38
1677050860,168876,6-3,6,3,2023-02-22 06:37:40
1677050863,168775,3-0,3,0,2023-02-22 06:37:43
1677050866,168805,3-11,3,11,2023-02-22 06:37:46
1677050870,168800,0-0,0,0,2023-02-22 06:37:50
1677050872,168876,6-0,6,0,2023-02-22 06:37:52
1677050877,168870,0-0,0,0,2023-02-22 06:37:57
1677050882,168818,0-0,0,0,2023-02-22 06:38:02
1677050884,168805,3-17,3,17,2023-02-22 06:38:04
1677050889,168775,3-16,3,16,2023-02-22 06:38:09
1677050892,168863,0-0,0,0,2023-02-22 06:38:12
1677050898,168859,4-0,4,0,2023-02-22 06:38:18
1677050899,168811,0-0,0,0,2023-02-22 06:38:19
1677050904,168818,1-0,1,0,2023-02-22 06:38:24
1677050907,168796,4-0,4,0,2023-02-22 06:38:27
1677050910,168787,3-0,3,0,2023-02-22 06:38:30
1677050916,168832,0-0,0,0,2023-02-22 06:38:36
1677050918,168858,1-0,1,0,2023-02-22 06:38:38
1677050919,168880,5-23,5,23,2023-02-22 06:38:39
1677050922,168812,3-0,3,0,2023-02-22 06:38:42
1677050924,168894,0-0,0,0,2023-02-22 06:38:44
1677050930,168893,3-4,3,4,2023-02-22 06:38:50
1677050935,168783,1-0,1,0,2023-02-22 06:38:55
1677050936,168862,0-0,0,0,2023-02-22 06:38:56
1677050937,168790,1-25,1,25,2023-02-22 06:38:57
1677050940,168800,4-0,4,0,2023-02-22 06:39:00
1677050945,168892,0-0,0,0,2023-02-22 06:39:05
1677050950,168824,0-0,0,0,2023-02-22 06:39:10
1677050952,168805,3-21,3,21,2023-02-22 06:39:12
1677050955,168843,2-0,2,0,2023-02-22 06:39:15
1677050959,168837,5-0,5,0,2023-02-22 06:39:19
1677050960,168879,0-0,0,0,2023-02-22 06:39:20
1677050964,168853,2-0,2,0,2023-02-22 06:39:24
1677050967,168852,1-5,1,5,2023-02-22 06:39:27
1677050968,168864,0-0,0,0,2023-02-22 06:39:28
1677050969,168846,1-19,1,19,2023-02-22 06:39:29
1677050970,168781,2-0,2,0,2023-02-22 06:39:30
1677050973,168823,4-0,4,0,2023-02-22 06:39:33
1677050979,168788,3-10,3,10,2023-02-22 06:39:39
1677050981,168854,3-0,3,0,2023-02-22 06:39:41
1677050984,168831,4-0,4,0,2023-02-22 06:39:44
1677050988,168862,4-0,4,0,2023-02-22 06:39:48
1677050994,168865,0-0,0,0,2023-02-22 06:39:54
1677050998,168898,5-16,5,16,2023-02-22 06:39:58
1677051004,168858,1-25,1,25,2023-02-22 06:40:04
1677051008,168881,2-0,2,0,2023-02-22 06:40:08
1677051011,168859,4-6,4,6,2023-02-22 06:40:11
1677051015,168806,4-22,4,22,2023-02-22 06:40:15
1677051019,168869,5-0,5,0,2023-02-22 06:40:19
1677051025,168859,4-6,4,6,2023-02-22 06:40:25
1677051031,168801,0-0,0,0,2023-02-22 06:40:31
1677051036,168788,3-12,3,12,2023-02-22 06:40:36
1677051042,168778,0-0,0,0,2023-02-22 06:40:42
1677051045,168839,0-0,0,0,2023-02-22 06:40:45
1677051050,168836,0-0,0,0,2023-02-22 06:40:50
1677051052,168879,3-0,3,0,2023-02-22 06:40:52
1677051054,168829,6-16,6,16,2023-02-22 06:40:54
1677051056,168882,0-0,0,0,2023-02-22 06:40:56
1677051058,168899,5-0,5,0,2023-02-22 06:40:58
1677051061,168820,5-9,5,9,2023-02-22 06:41:01
1677051062,168862,4-4,4,4,2023-02-22 06:41:02
1677051063,168868,2-0,2,0,2023-02-22 06:41:03
1677051068,168876,6-5,6,5,2023-02-22 06:41:08
1677051072,168879,3-11,3,11,2023-02-22 06:41:12
1677051074,168779,3-0,3,0,2023-02-22 06:41:14
1677051080,168880,5-6,5,6,2023-02-22 06:41:20
1677051081,168829,6-4,6,4,2023-02-22 06:41:21
1677051085,168859,4-10,4,10,2023-02-22 06:41:25
1677051086,168815,5-9,5,9,2023-02-22 06:41:26
1677051092,168791,0-0,0,0,2023-02-22 06:41:32
1677051093,168849,4-18,4,18,2023-02-22 06:41:33
1677051094,168806,6-0,6,0,2023-02-22 06:41:34
1677051100,168823,2-0,2,0,2023-02-22 06:41:40
1677051103,168875,1-0,1,0,2023-02-22 06:41:43
1677051107,168785,5-0,5,0,2023-02-22 06:41:47
1677051112,168833,0-0,0,0,2023-02-22 06:41:52
1677051118,168810,0-0,0,0,2023-02-22 06:41:58
1677051123,168860,1-24,1,24,2023-02-22 06:42:03
1677051127,168800,5-0,5,0,2023-02-22 06:42:07
1677051129,168899,5-25,5,25,2023-02-22 06:42:09
1677051135,168831,4-5,4,5,2023-02-22 06:42:15
1677051137,168880,5-1,5,1,2023-02-22 06:42:17
1677051142,168780,6-5,6,5,2023-02-22 06:42:22
1677051144,168854,3-14,3,14,2023-02-22 06:42:24
1677051147,168777,6-1,6,1,2023-02-22 06:42:27
1677051151,168852,1-20,1,20,2023-02-22 06:42:31
1677051157,168789,4-0,4,0,2023-02-22 06:42:37
1677051159,168809,0-0,0,0,2023-02-22 06:42:39
1677051161,168777,6-9,6,9,2023-02-22 06:42:41
1677051167,168847,0-0,0,0,2023-02-22 06:42:47
1677051173,168822,0-0,0,0,2023-02-22 06:42:53
1677051179,168789,1-0,1,0,2023-02-22 06:42:59
1677051184,168879,3-5,3,5,2023-02-22 06:43:04
1677051186,168881,2-4,2,4,2023-02-22 06:43:06
1677051191,168775,3-2,3,2,2023-02-22 06:43:11
1677051194,168822,3-0,3,0,2023-02-22 06:43:14
1677051197,168808,0-0,0,0,2023-02-22 06:43:17
1677051201,168890,3-4,3,4,2023-02-22 06:43:21
1677051206,168823,2-0,2,0,2023-02-22 06:43:26
1677051207,168876,6-25,6,25,2023-02-22 06:43:27
1677051211,168850,5-15,5,15,2023-02-22 06:43:31
1677051215,168773,6-21,6,21,2023-02-22 06:43:35
1677051217,168868,2-19,2,19,2023-02-22 06:43:37
1677051221,168862,4-9,4,9,2023-02-22 06:43:41
1677051226,168843,2-18,2,18,2023-02-22 06:43:46
1677051227,168847,3-0,3,0,2023-02-22 06:43:47
1677051229,168812,1-0,1,0,2023-02-22 06:43:49
1677051234,168795,0-0,0,0,2023-02-22 06:43:54
1677051235,168860,1-7,1,7,2023-02-22 06:43:55
1677051237,168844,6-0,6,0,2023-02-22 06:43:57
1677051241,168860,1-12,1,12,2023-02-22 06:44:01
1677051247,168785,5-23,5,23,2023-02-22 06:44:07
1677051248,168882,1-0,1,0,2023-02-22 06:44:08
1677051253,168813,0-0,0,0,2023-02-22 06:44:13
1677051259,168863,1-0,1,0,2023-02-22 06:44:19
1677051260,168800,5-5,5,5,2023-02-22 06:44:20
1677051262,168781,6-0,6,0,2023-02-22 06:44:22
1677051264,168870,5-0,5,0,2023-02-22 06:44:24
1677051265,168857,0-0,0,0,2023-02-22 06:44:25
1677051266,168800,5-11,5,11,2023-02-22 06:44:26
1677051272,168839,3-0,3,0,2023-02-22 06:44:32
1677051273,168805,3-21,3,21,2023-02-22 06:44:33
1677051278,168843,2-15,2,15,2023-02-22 06:44:38
1677051280,168779,3-8,3,8,2023-02-22 06:44:40
1677051283,168880,5-0,5,0,2023-02-22 06:44:43
1677051286,168833,1-0,1,0,2023-02-22 06:44:46
1677051292,168879,3-0,3,0,2023-02-22 06:44:52
1677051294,168810,4-0,4,0,2023-02-22 06:44:54
1677051297,168815,3-0,3,0,2023-02-22 06:44:57
1677051298,168782,6-0,6,0,2023-02-22 06:44:58
1677051299,168842,0-0,0,0,2023-02-22 06:44:59
1677051300,168798,0-0,0,0,2023-02-22 06:45:00
1677051302,168789,1-3,1,3,2023-02-22 06:45:02
1677051306,168890,3-1,3,1,2023-02-22 06:45:06
1677051311,168834,5-0,5,0,2023-02-22 06:45:11
1677051315,168801,5-0,5,0,2023-02-22 06:45:15
1677051317,168852,1-8,1,8,2023-02-22 06:45:17
1677051323,168773,6-19,6,19,2023-02-22 06:45:23
1677051328,168780,4-0,4,0,2023-02-22 06:45:28
1677051334,168781,6-25,6,25,2023-02-22 06:45:34
1677051338,168806,6-25,6,25,2023-02-22 06:45:38
1677051341,168816,0-0,0,0,2023-02-22 06:45:41
1677051342,168850,5-16,5,16,2023-02-22 06:45:42
1677051347,168860,1-17,1,17,2023-02-22 06:45:47
1677051353,168837,5-3,5,3,2023-02-22 06:45:53
1677051356,168897,0-0,0,0,2023-02-22 06:45:56
1677051361,168856,1-17,1,17,2023-02-22 06:46:01
1677051365,168840,1-0,1,0,2023-02-22 06:46:05
1677051368,168866,6-6,6,6,2023-02-22 06:46:08
1677051370,168860,1-5,1,5,2023-02-22 06:46:10
1677051371,168801,5-13,5,13,2023-02-22 06:46:11
1677051374,168854,3-21,3,21,2023-02-22 06:46:14
1677051376,168780,1-0,1,0,2023-02-22 06:46:16
1677051380,168792,4-18,4,18,2023-02-22 06:46:20
1677051382,168820,5-15,5,15,2023-02-22 06:46:22
1677051387,168825,3-0,3,0,2023-02-22 06:46:27
1677051393,168857,6-0,6,0,2023-02-22 06:46:33
1677051398,168785,5-9,5,9,2023-02-22 06:46:38
1677051400,168852,1-23,1,23,2023-02-22 06:46:40
1677051401,168824,3-0,3,0,2023-02-22 06:46:41
1677051405,168889,4-0,4,0,2023-02-22 06:46:45
1677051410,168880,5-8,5,8,2023-02-22 06:46:50
1677051412,168779,3-10,3,10,2023-02-22 06:46:52
1677051418,168809,5-0,5,0,2023-02-22 06:46:58
1677051424,168799,0-0,0,0,2023-02-22 06:47:04
1677051429,168841,5-0,5,0,2023-02-22 06:47:09
1677051435,168869,5-15,5,15,2023-02-22 06:47:15
1677051441,168838,1-0,1,0,2023-02-22 06:47:21
1677051447,168818,1-7,1,7,2023-02-22 06:47:27
1677051450,168859,4-13,4,13,2023-02-22 06:47:30
1677051454,168858,1-14,1,14,2023-02-22 06:47:34
1677051457,168838,1-23,1,23,2023-02-22 06:47:37
1677051460,168895,4-15,4,15,2023-02-22 06:47:40
1677051464,168834,5-24,5,24,2023-02-22 06:47:44
1677051467,168873,3-2,3,2,2023-02-22 06:47:47
1677051473,168862,4-9,4,9,2023-02-22 06:47:53
1677051478,168822,3-8,3,8,2023-02-22 06:47:58
1677051483,168866,6-6,6,6,2023-02-22 06:48:03
1677051487,168820,5-11,5,11,2023-02-22 06:48:07
1677051490,168869,5-7,5,7,2023-02-22 06:48:10
1677051493,168858,6-0,6,0,2023-02-22 06:48:13
1677051499,168892,6-0,6,0,2023-02-22 06:48:19
1677051504,168899,5-4,5,4,2023-02-22 06:48:24
1677051508,168800,5-23,5,23,2023-02-22 06:48:28
1677051509,168798,6-0,6,0,2023-02-22 06:48:29
1677051511,168809,5-5,5,5,2023-02-22 06:48:31
1677051512,168794,6-1,6,1,2023-02-22 06:48:32
1677051513,168812,1-19,1,19,2023-02-22 06:48:33
1677051518,168861,0-0,0,0,2023-02-22 06:48:38
1677051520,168859,4-11,4,11,2023-02-22 06:48:40
1677051522,168808,6-0,6,0,2023-02-22 06:48:42
1677051525,168841,2-0,2,0,2023-02-22 06:48:45
1677051527,168828,1-5,1,5,2023-02-22 06:48:47
1677051528,168803,6-11,6,11,2023-02-22 06:48:48
1677051529,168882,1-18,1,18,2023-02-22 06:48:49
1677051534,168813,5-0,5,0,2023-02-22 06:48:54
1677051538,168874,5-4,5,4,2023-02-22 06:48:58
1677051544,168882,1-10,1,10,2023-02-22 06:49:04
1677051547,168867,4-0,4,0,2023-02-22 06:49:07
1677051548,168800,5-12,5,12,2023-02-22 06:49:08
1677051554,168829,6-19,6,19,2023-02-22 06:49:14
1677051560,168867,4-21,4,21,2023-02-22 06:49:20
1677051564,168795,6-0,6,0,2023-02-22 06:49:24
1677051567,168811,3-0,3,0,2023-02-22 06:49:27
1677051568,168820,3-0,3,0,2023-02-22 06:49:28
1677051574,168836,3-0,3,0,2023-02-22 06:49:34
1677051575,168877,4-0,4,0,2023-02-22 06:49:35
1677051580,168796,4-25,4,25,2023-02-22 06:49:40
1677051583,168774,0-0,0,0,2023-02-22 06:49:43
1677051588,168882,1-16,1,16,2023-02-22 06:49:48
1677051589,168880,5-18,5,18,2023-02-22 06:49:49
1677051592,168821,3-21,3,21,2023-02-22 06:49:52
1677051593,168859,4-16,4,16,2023-02-22 06:49:53
1677051601,168869,2-0,2,0,2023-02-22 06:50:01
1677051604,168795,6-16,6,16,2023-02-22 06:50:04
1677051610,168777,6-12,6,12,2023-02-22 06:50:10
1677051614,168863,1-24,1,24,2023-02-22 06:50:14
1677051617,168853,2-12,2,12,2023-02-22 06:50:17
1677051622,168837,4-0,4,0,2023-02-22 06:50:22
1677051623,168863,1-5,1,5,2023-02-22 06:50:23
1677051627,168796,4-15,4,15,2023-02-22 06:50:27
1677051633,168831,4-17,4,17,2023-02-22 06:50:33
1677051639,168791,4-0,4,0,2023-02-22 06:50:39
1677051645,168774,4-0,4,0,2023-02-22 06:50:45
1677051651,168877,4-16,4,16,2023-02-22 06:50:51
1677051653,168847,3-16,3,16,2023-02-22 06:50:53
1677051658,168818,3-0,3,0,2023-02-22 06:50:58
1677051662,168879,3-1,3,1,2023-02-22 06:51:02
1677051668,168823,2-2,2,2,2023-02-22 06:51:08
1677051669,168788,3-4,3,4,2023-02-22 06:51:09
1677051671,168830,0-0,0,0,2023-02-22 06:51:11
1677051673,168824,3-17,3,17,2023-02-22 06:51:13
1677051678,168818,3-23,3,23,2023-02-22 06:51:18
1677051679,168868,2-14,2,14,2023-02-22 06:51:19
1677051685,168859,4-15,4,15,2023-02-22 06:51:25
1677051689,168798,6-24,6,24,2023-02-22 06:51:29
1677051690,168804,0-0,0,0,2023-02-22 06:51:30
1677051696,168890,3-22,3,22,2023-02-22 06:51:36
1677051697,168875,0-0,0,0,2023-02-22 06:51:37
1677051701,168804,6-0,6,0,2023-02-22 06:51:41
1677051707,168856,1-16,1,16,2023-02-22 06:51:47
1677051713,168889,4-6,4,6,2023-02-22 06:51:53
1677051716,168790,1-15,1,15,2023-02-22 06:51:56
1677051722,168803,6-18,6,18,2023-02-22 06:52:02
1677051727,168847,3-7,3,7,2023-02-22 06:52:07
1677051730,168856,1-5,1,5,2023-02-22 06:52:10
1677051736,168873,3-19,3,19,2023-02-22 06:52:16
1677051740,168877,4-21,4,21,2023-02-22 06:52:20
1677051741,168798,6-13,6,13,2023-02-22 06:52:21
1677051742,168862,3-0,3,0,2023-02-22 06:52:22
1677051747,168774,4-23,4,23,2023-02-22 06:52:27
1677051751,168834,5-12,5,12,2023-02-22 06:52:31
1677051756,168801,5-14,5,14,2023-02-22 06:52:36
1677051761,168869,2-7,2,7,2023-02-22 06:52:41
1677051762,168873,1-0,1,0,2023-02-22 06:52:42
1677051768,168871,1-0,1,0,2023-02-22 06:52:48
1677051769,168825,6-0,6,0,2023-02-22 06:52:49
1677051771,168877,4-0,4,0,2023-02-22 06:52:51
1677051776,168815,3-13,3,13,2023-02-22 06:52:56
1677051779,168778,6-0,6,0,2023-02-22 06:52:59
1677051781,168876,6-1,6,1,2023-02-22 06:53:01
1677051787,168873,3-0,3,0,2023-02-22 06:53:07
1677051792,168814,0-0,0,0,2023-02-22 06:53:12
1677051797,168862,3-9,3,9,2023-02-22 06:53:17
1677051802,168808,6-18,6,18,2023-02-22 06:53:22
1677051803,168798,6-13,6,13,2023-02-22 06:53:23
1677051805,168843,2-18,2,18,2023-02-22 06:53:25
1677051806,168898,5-18,5,18,2023-02-22 06:53:26
1677051812,168779,6-0,6,0,2023-02-22 06:53:32
1677051815,168866,6-4,6,4,2023-02-22 06:53:35
1677051818,168855,5-14,5,14,2023-02-22 06:53:38
1677051822,168825,6-23,6,23,2023-02-22 06:53:42
1677051827,168796,4-13,4,13,2023-02-22 06:53:47
1677051829,168804,6-4,6,4,2023-02-22 06:53:49
1677051835,168897,1-0,1,0,2023-02-22 06:53:55
1677051839,168797,0-0,0,0,2023-02-22 06:53:59
1677051843,168895,4-19,4,19,2023-02-22 06:54:03
1677051849,168774,3-0,3,0,2023-02-22 06:54:09
1677051853,168774,3-10,3,10,2023-02-22 06:54:13
1677051857,168857,6-1,6,1,2023-02-22 06:54:17
1677051859,168774,3-16,3,16,2023-02-22 06:54:19
1677051864,168879,3-16,3,16,2023-02-22 06:54:24
1677051869,168785,5-10,5,10,2023-02-22 06:54:29
1677051872,168832,4-0,4,0,2023-02-22 06:54:32
1677051876,168851,1-3,1,3,2023-02-22 06:54:36
1677051881,168832,4-17,4,17,2023-02-22 06:54:41
1677051886,168806,6-22,6,22,2023-02-22 06:54:46
1677051889,168792,4-16,4,16,2023-02-22 06:54:49
1677051894,168893,3-21,3,21,2023-02-22 06:54:54
1677051897,168808,6-18,6,18,2023-02-22 06:54:57
1677051898,168813,5-17,5,17,2023-02-22 06:54:58
1677051902,168788,3-3,3,3,2023-02-22 06:55:02
1677051904,168867,4-3,4,3,2023-02-22 06:55:04
1677051912,168890,3-24,3,24,2023-02-22 06:55:12
1677051916,168793,5-17,5,17,2023-02-22 06:55:16
1677051919,168849,4-8,4,8,2023-02-22 06:55:19
1677051925,168843,2-7,2,7,2023-02-22 06:55:25
1677051931,168827,0-0,0,0,2023-02-22 06:55:31
1677051937,168854,1-0,1,0,2023-02-22 06:55:37
1677051939,168852,1-22,1,22,2023-02-22 06:55:39
1677051941,168861,2-0,2,0,2023-02-22 06:55:41
1677051945,168866,6-8,6,8,2023-02-22 06:55:45
1677051950,168875,1-0,1,0,2023-02-22 06:55:50
1677051956,168858,6-9,6,9,2023-02-22 06:55:56
1677051957,168819,1-0,1,0,2023-02-22 06:55:57
1677051959,168895,4-20,4,20,2023-02-22 06:55:59
1677051965,168791,2-0,2,0,2023-02-22 06:56:05
1677051970,168898,5-1,5,1,2023-02-22 06:56:10
1677051971,168785,5-24,5,24,2023-02-22 06:56:11
1677051975,168866,6-0,6,0,2023-02-22 06:56:15
1677051981,168822,3-12,3,12,2023-02-22 06:56:21
1677051987,168898,5-0,5,0,2023-02-22 06:56:27
1677051991,168785,5-11,5,11,2023-02-22 06:56:31
1677051996,168866,6-15,6,15,2023-02-22 06:56:36
1677052001,168799,2-0,2,0,2023-02-22 06:56:41
1677052005,168781,6-3,6,3,2023-02-22 06:56:45
1677052006,168819,3-0,3,0,2023-02-22 06:56:46
1677052012,168824,2-0,2,0,2023-02-22 06:56:52
1677052013,168836,3-13,3,13,2023-02-22 06:56:53
1677052016,168869,2-0,2,0,2023-02-22 06:56:56
1677052017,168832,4-14,4,14,2023-02-22 06:56:57
1677052022,168857,6-11,6,11,2023-02-22 06:57:02
1677052024,168882,1-18,1,18,2023-02-22 06:57:04
1677052029,168805,3-22,3,22,2023-02-22 06:57:09
1677052034,168820,3-2,3,2,2023-02-22 06:57:14
1677052038,168819,3-6,3,6,2023-02-22 06:57:18
1677052040,168804,6-2,6,2,2023-02-22 06:57:20
1677052044,168804,6-18,6,18,2023-02-22 06:57:24
1677052046,168822,3-6,3,6,2023-02-22 06:57:26
1677052051,168781,6-17,6,17,2023-02-22 06:57:31
1677052056,168899,5-10,5,10,2023-02-22 06:57:36
1677052058,168815,3-7,3,7,2023-02-22 06:57:38
1677052061,168863,1-18,1,18,2023-02-22 06:57:41
1677052066,168890,3-18,3,18,2023-02-22 06:57:46
1677052070,168796,4-14,4,14,2023-02-22 06:57:50
1677052074,168793,5-4,5,4,2023-02-22 06:57:54
1677052081,168777,6-18,6,18,2023-02-22 06:58:01
1677052085,168809,5-17,5,17,2023-02-22 06:58:05
1677052088,168809,3-0,3,0,2023-02-22 06:58:08
1677052091,168822,3-12,3,12,2023-02-22 06:58:11
1677052097,168862,6-0,6,0,2023-02-22 06:58:17
1677052098,168804,6-10,6,10,2023-02-22 06:58:18
1677052102,168794,6-25,6,25,2023-02-22 06:58:22
1677052104,168877,4-18,4,18,2023-02-22 06:58:24
1677052106,168862,1-0,1,0,2023-02-22 06:58:26
1677052111,168897,1-16,1,16,2023-02-22 06:58:31
